#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_AAML02000041.1/5723-5961              -         c-di-GMP-I           RF01051    cm        8       87        1       83      +    5'    2 0.37   0.0   69.0   2.2e-12 !   -
NZ_AAOP01000044.1/11953-12183            -         c-di-GMP-I           RF01051    cm        8       87        1       75      +    5'    2 0.61   0.0   68.9   2.4e-12 !   -
NC_005139.1/2327906-2328143              -         c-di-GMP-I           RF01051    cm        9       87        2       82      +    no    2 0.51   0.0   68.9   2.4e-12 !   -
NZ_AAEK01000015.1/90981-90748            -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.50   0.0   68.8   2.5e-12 !   -
NC_006270.2/378603-378838                -         c-di-GMP-I           RF01051    cm        8       87        1       80      +    5'    2 0.57   0.0   68.8   2.6e-12 !   -
NC_003366.1/1510292-1510060              -         c-di-GMP-I           RF01051    cm        8       87        1       77      +    5'    2 0.38   0.0   68.7   2.6e-12 !   -
NC_007503.1/785822-786055                -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.59   0.0   68.6   2.8e-12 !   -
NC_008261.1/1218268-1218504              -         c-di-GMP-I           RF01051    cm        8       87        1       81      +    5'    2 0.43   0.0   68.5   2.9e-12 !   -
NZ_AAMR01000015.1/100102-99864           -         c-di-GMP-I           RF01051    cm       11       87        4       83      +    no    2 0.49   0.0   68.4   3.1e-12 !   -
NC_007644.1/774359-774594                -         c-di-GMP-I           RF01051    cm        8       87        1       80      +    5'    2 0.57   0.0   68.4   3.2e-12 !   -
NZ_AAQT01000020.1/55929-55692            -         c-di-GMP-I           RF01051    cm       12       87        5       82      +    no    2 0.37   0.0   68.3   3.4e-12 !   -
NZ_AAAW04000002.1/149642-149405          -         c-di-GMP-I           RF01051    cm        8       87        1       82      +    5'    2 0.57   0.0   68.1   3.6e-12 !   -
NZ_AAML02000007.1/159539-159778          -         c-di-GMP-I           RF01051    cm        8       87        1       84      +    5'    2 0.40   0.0   68.0   3.8e-12 !   -
NC_008262.1/1445209-1444977              -         c-di-GMP-I           RF01051    cm       11       87        4       77      +    no    2 0.38   0.0   68.0   3.9e-12 !   -
NZ_AAOY01000004.1/100864-100631          -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.47   0.0   67.8   4.4e-12 !   -
NZ_AAOX01000025.1/55956-55723            -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.63   0.0   67.8   4.4e-12 !   -
NC_003909.8/504284-504517                -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.50   0.0   67.8   4.4e-12 !   -
NZ_AAML02000057.1/5330-5096              -         c-di-GMP-I           RF01051    cm       10       87        3       79      +    no    2 0.47   0.0   67.8   4.4e-12 !   -
NZ_AAJM01000107.1/5655-5418              -         c-di-GMP-I           RF01051    cm        8       87        1       82      +    5'    2 0.39   0.0   67.5   5.1e-12 !   -
NZ_AAJM01000107.1/5968-5731              -         c-di-GMP-I           RF01051    cm       11       87        4       82      +    no    2 0.38   0.0   67.5   5.1e-12 !   -
NZ_AALO01000004.1/136897-137136          -         c-di-GMP-I           RF01051    cm        8       87        1       84      +    5'    2 0.33   0.0   67.4   5.3e-12 !   -
NZ_AVII01000094.1/37881-38010            -         c-di-GMP-I           RF01051    cm        1       87        1       89      +    no    1 0.35   0.0   67.4   5.5e-12 !   -
NZ_AAAW04000004.1/324653-324889          -         c-di-GMP-I           RF01051    cm        8       87        1       81      +    5'    2 0.52   0.0   66.9     7e-12 !   -
NZ_AAOX01000005.1/65987-65754            -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.45   0.0   66.9   7.1e-12 !   -
NZ_AAPS01000001.1/220352-220103          -         c-di-GMP-I           RF01051    cm       11       87        4       94      +    no    2 0.46   0.0   66.5   8.6e-12 !   -
NZ_AAJM01000107.1/5811-5574              -         c-di-GMP-I           RF01051    cm        8       87        1       82      +    5'    2 0.40   0.0   66.5   8.7e-12 !   -
NC_004193.1/2580327-2580094              -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.41   0.0   66.5   8.8e-12 !   -
NZ_AAJM01000023.1/10970-11203            -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.47   0.0   66.5     9e-12 !   -
NZ_AAEK01000003.1/195166-194929          -         c-di-GMP-I           RF01051    cm       11       87        4       82      +    no    2 0.38   0.0   66.3   9.8e-12 !   -
NZ_AAML02000042.1/10693-10939            -         c-di-GMP-I           RF01051    cm       11       87        4       91      +    no    2 0.35   0.0   66.3     1e-11 !   -
NZ_AAML02000047.1/1065-1303              -         c-di-GMP-I           RF01051    cm       11       87        4       83      +    no    2 0.38   0.0   66.2     1e-11 !   -
NZ_AALO01000001.1/198488-198724          -         c-di-GMP-I           RF01051    cm        8       87        1       81      +    5'    2 0.43   0.0   66.1   1.1e-11 !   -
NZ_AAAW04000002.1/132552-132315          -         c-di-GMP-I           RF01051    cm        8       87        1       82      +    5'    2 0.56   0.0   65.9   1.2e-11 !   -
SI34jun09_200m_c1113593/50-175           -         c-di-GMP-I           RF01051    cm        1       87        1       85      +    no    1 0.41   0.0   65.8   1.3e-11 !   -
NZ_AAOX01000001.1/422555-422791          -         c-di-GMP-I           RF01051    cm        8       87        1       81      +    5'    2 0.44   0.0   65.7   1.3e-11 !   -
NZ_AALO01000002.1/236750-236987          -         c-di-GMP-I           RF01051    cm       12       87        5       82      +    no    2 0.40   0.0   65.6   1.4e-11 !   -
NC_007644.1/1595675-1595443              -         c-di-GMP-I           RF01051    cm        8       87        1       77      +    5'    2 0.69   0.2   65.4   1.6e-11 !   -
NC_005140.1/624584-624344                -         c-di-GMP-I           RF01051    cm        8       87        1       85      +    5'    2 0.51   0.0   65.2   1.8e-11 !   -
NC_004460.1/45973-45733                  -         c-di-GMP-I           RF01051    cm        8       87        1       85      +    5'    2 0.51   0.0   65.2   1.8e-11 !   -
NC_003910.7/807375-807608                -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.47   0.0   65.1   1.9e-11 !   -
NC_004722.1/408156-408389                -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.49   0.0   65.0     2e-11 !   -
NZ_AAOP01000054.1/2020-1789              -         c-di-GMP-I           RF01051    cm        9       87        2       76      +    no    2 0.53   0.0   64.9   2.1e-11 !   -
NZ_AAML02000055.1/108482-108248          -         c-di-GMP-I           RF01051    cm        8       87        1       79      +    5'    2 0.34   0.0   64.6   2.5e-11 !   -
NZ_AAOX01000005.1/210212-210443          -         c-di-GMP-I           RF01051    cm       11       87        4       76      +    no    2 0.51   0.0   64.6   2.5e-11 !   -
2210884377/69-212                        -         c-di-GMP-I           RF01051    cm        2       87        1      105      +    5'    2 0.63   0.0   64.6   2.5e-11 !   -
BMHBC_175046/248-372                     -         c-di-GMP-I           RF01051    cm        1       87        1       84      +    no    1 0.58   0.0   64.2   3.1e-11 !   -
NZ_AAOP01000011.1/80934-81165            -         c-di-GMP-I           RF01051    cm        8       87        1       76      +    5'    2 0.54   0.0   64.1   3.3e-11 !   -
LWAnNN_GHFF8UE02JEQH0/336-212            -         c-di-GMP-I           RF01051    cm        4       87        3       84      +    no    2 0.40   0.0   63.9   3.6e-11 !   -
NZ_AAKH01000394.1/795-1050               -         c-di-GMP-I           RF01051    cm       11       87        4      100      +    no    2 0.49   0.0   63.9   3.7e-11 !   -
NC_007954.1/2534228-2534466              -         c-di-GMP-I           RF01051    cm        9       87        2       83      +    no    2 0.48   0.0   63.8     4e-11 !   -
NZ_AAML02000062.1/200600-200719          -         c-di-GMP-I           RF01051    cm       11       87        4       90      +    no    2 0.37   0.0   63.7     4e-11 !   -
NZ_AAOX01000005.1/221613-221358          -         c-di-GMP-I           RF01051    cm        8       87        1      100      +    5'    2 0.54   0.0   63.7     4e-11 !   -
NC_007907.1/5437254-5437487              -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.50   0.0   63.7   4.2e-11 !   -
NZ_AAAW04000003.1/899692-899459          -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.50   0.0   63.7   4.2e-11 !   -
PBDCA2_FISUTAU01BHFMZ/171-47             -         c-di-GMP-I           RF01051    cm        1       87        2       84      +    no    1 0.46   0.0   63.6   4.4e-11 !   -
NC_006371.1/355541-355774                -         c-di-GMP-I           RF01051    cm       11       87        4       78      +    no    2 0.53   0.0   63.5   4.5e-11 !   -
NZ_AAPH01000007.1/119243-119010          -         c-di-GMP-I           RF01051    cm        8       87        1       78      +    5'    2 0.53   0.0   63.5   4.5e-11 !   -
JGI1358J11329_10080338/637-764           -         c-di-GMP-I           RF01051    cm        1       87        1       87      +    no    1 0.62   0.0   63.5   4.6e-11 !   -
NZ_AAEW02000001.1/146764-146537          -         c-di-GMP-I           RF01051    cm        8       87        1       72      +    5'    2 0.57   0.0   62.7     7e-11 !   -
NC_007614.1/2175552-2175316              -         c-di-GMP-I           RF01051    cm        8       87        1       81      +    5'    2 0.62   0.0   62.5   7.7e-11 !   -
NZ_AAQS01000001.1/448948-448709          -         c-di-GMP-I           RF01051    cm        8       87        1       84      +    5'    2 0.42   0.0   62.3   8.8e-11 !   -
NC_007907.1/4879337-4879573              -         c-di-GMP-I           RF01051    cm        8       87        1       81      +    5'    2 0.51   0.0   62.2   9.1e-11 !   -
NC_002506.1/755256-755511                -         c-di-GMP-I           RF01051    cm       11       87        4      100      +    no    2 0.47   0.0   62.2   9.1e-11 !   -
NZ_AAON01000062.1/19084-18856            -         c-di-GMP-I           RF01051    cm        8       87        1       73      +    5'    2 0.56   0.0   62.1   9.5e-11 !   -
SakLake120mDRAFT_c0029898/1815-1685      -         c-di-GMP-I           RF01051    cm        4       87        3       90      +    no    2 0.55   0.0   62.1   9.7e-11 !   -
NZ_AAON01000009.1/57295-57067            -         c-di-GMP-I           RF01051    cm        8       87        1       73      +    5'    2 0.56   0.0   62.0     1e-10 !   -
NZ_AQGJ01000162.1/231643-231520          -         c-di-GMP-I           RF01051    cm        1       87        1       83      +    no    1 0.41   0.0   61.9   1.1e-10 !   -
NZ_APWR01000099.1/123630-123507          -         c-di-GMP-I           RF01051    cm        1       87        1       83      +    no    1 0.41   0.0   61.9   1.1e-10 !   -
